"OBP","SLG","BA","WP","RD","Playoffs","Champion"
0.335,0.393,0.267,0.462962962962963,-99,0,0
0.312,0.389,0.252,0.376543209876543,-93,0,0
0.339,0.406,0.26,0.506172839506173,3,0,0
0.34,0.427,0.276,0.635802469135803,172,0,0
0.341,0.395,0.272,0.537037037037037,14,0,0
0.329,0.431,0.267,0.530864197530864,84,0,0
0.35,0.436,0.279,0.58641975308642,105,1,0
0.316,0.388,0.254,0.604938271604938,113,1,1
0.34,0.398,0.259,0.549382716049383,49,0,0
0.321,0.347,0.246,0.450617283950617,-70,0,0
0.301,0.338,0.243,0.444444444444444,-92,0,0
0.307,0.364,0.254,0.481481481481481,-31,0,0
0.336,0.383,0.261,0.530864197530864,48,0,0
0.328,0.382,0.26,0.555555555555556,51,0,0
0.323,0.383,0.266,0.469135802469136,-72,0,0
0.337,0.407,0.256,0.462962962962963,-3,0,0
0.313,0.359,0.246,0.5,-60,0,0
0.315,0.364,0.256,0.444444444444444,-57,0,0
0.313,0.339,0.248,0.388888888888889,-88,0,0
0.33,0.375,0.268,0.567901234567901,136,0,0
0.341,0.391,0.277,0.555555555555556,94,0,0
0.313,0.37,0.252,0.537037037037037,67,0,0
0.31,0.342,0.235,0.444444444444444,-54,0,0
0.328,0.406,0.261,0.469135802469136,-13,0,0
0.346,0.386,0.258,0.592592592592593,73,1,0
0.32,0.377,0.253,0.432098765432099,-31,0,0
0.324,0.381,0.255,0.592592592592593,98,1,0
0.313,0.386,0.255,0.506172839506173,-19,0,0
0.323,0.402,0.263,0.395061728395062,-120,0,0
0.302,0.355,0.244,0.444444444444444,-73,0,0
0.323,0.375,0.262,0.512345679012346,27,0,0
0.321,0.393,0.25,0.475308641975309,-71,0,0
0.333,0.414,0.263,0.592592592592593,98,1,0
0.328,0.393,0.258,0.580246913580247,105,1,0
0.319,0.401,0.254,0.41358024691358,-110,0,0
0.34,0.401,0.269,0.518518518518518,19,0,0
0.314,0.374,0.255,0.5,4,0,0
0.309,0.39,0.253,0.48125,-39,0,0
0.336,0.391,0.262,0.537037037037037,77,0,0
0.32,0.403,0.258,0.45679012345679,-2,0,0
0.313,0.35,0.254,0.351851851851852,-183,0,0
0.333,0.416,0.247,0.518518518518518,23,0,0
0.309,0.347,0.244,0.401234567901235,-112,0,0
0.328,0.394,0.264,0.506172839506173,5,0,0
0.326,0.359,0.253,0.574074074074074,100,0,0
0.336,0.396,0.271,0.512345679012346,55,0,0
0.344,0.42,0.28,0.58641975308642,124,1,0
0.308,0.357,0.246,0.440993788819876,-76,0,0
0.317,0.365,0.244,0.478260869565217,-6,0,0
0.316,0.387,0.256,0.438271604938272,-103,0,0
0.331,0.389,0.248,0.518518518518518,-16,0,0
0.303,0.358,0.241,0.481481481481481,-51,0,0
0.338,0.398,0.263,0.604938271604938,136,1,1
0.31,0.362,0.244,0.518518518518518,-10,0,0
0.328,0.383,0.255,0.512345679012346,28,0,0
0.309,0.381,0.246,0.462962962962963,-48,0,0
0.322,0.357,0.255,0.518518518518518,3,0,0
0.341,0.424,0.27,0.524691358024691,15,0,0
0.322,0.4,0.257,0.561728395061728,62,1,0
0.311,0.396,0.25,0.401234567901235,-139,0,0
0.33,0.37,0.245,0.472049689440994,-29,0,0
0.344,0.395,0.272,0.54320987654321,35,1,0
0.329,0.391,0.26,0.493827160493827,-16,0,0
0.314,0.392,0.263,0.475308641975309,-84,0,0
0.32,0.379,0.258,0.580246913580247,49,0,0
0.325,0.399,0.265,0.561728395061728,96,1,0
0.324,0.391,0.267,0.475308641975309,-5,0,0
0.337,0.409,0.259,0.487654320987654,-4,0,0
0.313,0.345,0.242,0.462962962962963,-83,0,0
0.328,0.395,0.267,0.46583850931677,-2,0,0
0.328,0.382,0.262,0.530864197530864,43,0,0
0.32,0.384,0.256,0.45679012345679,-28,0,0
0.324,0.385,0.265,0.45679012345679,-63,0,0
0.322,0.37,0.25,0.524691358024691,64,0,0
0.323,0.408,0.256,0.561728395061728,162,0,0
0.3,0.366,0.241,0.41358024691358,-146,0,0
0.336,0.391,0.254,0.635802469135803,163,1,1
0.327,0.363,0.255,0.475308641975309,-83,0,0
0.33,0.405,0.259,0.58641975308642,114,1,0
0.32,0.38,0.257,0.462962962962963,0,0,0
0.333,0.373,0.259,0.475308641975309,-40,0,0
0.323,0.396,0.262,0.524691358024691,9,0,0
0.32,0.358,0.256,0.432098765432099,-99,0,0
0.331,0.376,0.259,0.512345679012346,-20,0,0
0.328,0.419,0.265,0.530864197530864,106,0,0
0.298,0.35,0.234,0.391304347826087,-96,0,0
0.326,0.379,0.252,0.537037037037037,22,0,0
0.351,0.403,0.277,0.512345679012346,39,0,0
0.311,0.386,0.256,0.561728395061728,91,0,0
0.319,0.387,0.261,0.574074074074074,79,1,0
0.328,0.383,0.271,0.428571428571429,-57,0,0
0.309,0.37,0.247,0.462962962962963,-59,0,0
0.31,0.365,0.245,0.450617283950617,-50,0,0
0.318,0.351,0.242,0.364197530864198,-199,0,0
0.306,0.345,0.239,0.530864197530864,-22,0,0
0.329,0.373,0.261,0.567901234567901,55,0,0
0.306,0.339,0.24,0.48125,18,0,0
0.318,0.382,0.259,0.5,28,0,0
0.334,0.402,0.276,0.493827160493827,2,0,0
0.319,0.361,0.247,0.5,2,0,0
0.311,0.385,0.246,0.537037037037037,88,0,0
0.331,0.391,0.269,0.459627329192547,-94,0,0
0.331,0.381,0.261,0.611111111111111,136,1,1
0.314,0.364,0.243,0.411042944785276,-106,0,0
0.311,0.359,0.241,0.451219512195122,-43,0,0
0.319,0.369,0.251,0.549382716049383,16,0,0
0.32,0.384,0.257,0.450617283950617,-34,0,0
0.316,0.39,0.25,0.567901234567901,99,1,0
0.321,0.363,0.258,0.524390243902439,24,0,0
0.326,0.394,0.263,0.512345679012346,-19,0,0
0.323,0.398,0.26,0.549382716049383,80,1,0
0.298,0.348,0.242,0.3375,-186,0,0
0.305,0.359,0.238,0.335403726708075,-239,0,0
0.357,0.42,0.283,0.549382716049383,124,1,0
0.321,0.385,0.261,0.462962962962963,-57,0,0
0.31,0.383,0.261,0.47239263803681,-34,0,0
0.303,0.37,0.244,0.440993788819876,-126,0,0
0.309,0.368,0.246,0.540372670807453,45,0,0
0.314,0.387,0.261,0.481481481481481,-65,0,0
0.324,0.378,0.25,0.54320987654321,45,0,0
0.306,0.351,0.244,0.506172839506173,-14,0,0
0.321,0.391,0.259,0.521739130434783,56,0,0
0.305,0.352,0.248,0.580246913580247,84,1,0
0.314,0.375,0.257,0.537037037037037,66,0,0
0.34,0.421,0.274,0.561728395061728,87,0,0
0.309,0.373,0.251,0.496932515337423,36,0,0
0.325,0.396,0.256,0.625,171,1,0
0.333,0.395,0.263,0.527950310559006,24,0,0
0.336,0.399,0.263,0.641975308641975,180,1,1
0.306,0.355,0.239,0.401234567901235,-137,0,0
0.317,0.369,0.247,0.53125,35,0,0
0.31,0.351,0.247,0.515527950310559,11,0,0
0.317,0.398,0.257,0.422360248447205,-80,0,0
0.318,0.368,0.248,0.512345679012346,44,0,0
0.309,0.337,0.249,0.469135802469136,-55,0,0
0.32,0.368,0.252,0.434782608695652,-98,0,0
0.332,0.419,0.268,0.537037037037037,83,0,0
0.339,0.403,0.258,0.428571428571429,-82,0,0
0.322,0.418,0.258,0.41358024691358,-151,0,0
0.352,0.43,0.278,0.481481481481481,17,0,0
0.326,0.401,0.252,0.462962962962963,-33,0,0
0.326,0.432,0.264,0.472049689440994,-81,0,0
0.319,0.415,0.258,0.475308641975309,2,0,0
0.33,0.427,0.266,0.518518518518518,31,0,0
0.324,0.422,0.263,0.376543209876543,-215,0,0
0.349,0.451,0.272,0.604938271604938,161,1,1
0.318,0.373,0.253,0.469135802469136,-30,0,0
0.328,0.412,0.262,0.512345679012346,24,0,0
0.309,0.371,0.252,0.450617283950617,-40,0,0
0.346,0.428,0.276,0.561728395061728,45,0,0
0.328,0.43,0.261,0.524691358024691,-20,1,0
0.328,0.401,0.265,0.561728395061728,21,0,0
0.339,0.434,0.268,0.567901234567901,125,0,0
0.336,0.418,0.262,0.549382716049383,30,0,0
0.333,0.428,0.26,0.5,17,0,0
0.327,0.41,0.254,0.493827160493827,-47,0,0
0.33,0.403,0.264,0.493827160493827,-21,0,0
0.332,0.378,0.26,0.401234567901235,-95,0,0
0.335,0.428,0.272,0.481481481481481,-41,0,0
0.324,0.43,0.26,0.555555555555556,114,1,0
0.34,0.378,0.263,0.58641975308642,105,1,0
0.333,0.43,0.266,0.462962962962963,-26,0,0
0.336,0.446,0.269,0.592592592592593,190,0,0
0.319,0.381,0.25,0.447204968944099,-104,0,0
0.327,0.395,0.258,0.450617283950617,-52,0,0
0.346,0.415,0.271,0.590062111801242,98,1,0
0.338,0.404,0.255,0.567901234567901,102,1,0
0.318,0.398,0.256,0.4375,-101,0,0
0.31,0.363,0.247,0.444444444444444,-55,0,0
0.325,0.387,0.254,0.530864197530864,15,0,0
0.337,0.43,0.284,0.515337423312883,-10,0,0
0.338,0.424,0.263,0.537037037037037,84,0,0
0.322,0.381,0.255,0.592592592592593,85,1,0
0.313,0.39,0.252,0.469135802469136,-19,0,0
0.313,0.37,0.251,0.450617283950617,-41,0,0
0.321,0.385,0.255,0.478260869565217,-67,0,0
0.325,0.428,0.261,0.438271604938272,-98,0,0
0.322,0.379,0.254,0.484472049689441,-51,0,0
0.339,0.401,0.263,0.666666666666667,205,1,1
0.347,0.43,0.271,0.555555555555556,59,0,0
0.322,0.39,0.252,0.469135802469136,-29,0,0
0.327,0.4,0.253,0.53416149068323,26,0,0
0.321,0.374,0.25,0.395061728395062,-37,0,0
0.321,0.388,0.261,0.45679012345679,-67,0,0
0.326,0.399,0.253,0.41358024691358,-117,0,0
0.322,0.375,0.253,0.512345679012346,80,0,0
0.309,0.327,0.236,0.490683229813665,-10,0,0
0.331,0.428,0.267,0.537037037037037,28,0,0
0.329,0.427,0.269,0.52760736196319,76,0,0
0.315,0.363,0.246,0.407407407407407,-149,0,0
0.336,0.43,0.263,0.515527950310559,54,0,0
0.347,0.429,0.282,0.496932515337423,80,0,0
0.333,0.386,0.251,0.555555555555556,29,0,0
0.324,0.39,0.254,0.475308641975309,-43,0,0
0.315,0.392,0.253,0.521472392638037,16,0,0
0.327,0.376,0.255,0.549382716049383,11,0,0
0.324,0.385,0.265,0.37037037037037,-132,0,0
0.318,0.424,0.253,0.521739130434783,41,0,0
0.319,0.388,0.261,0.512345679012346,15,0,0
0.313,0.401,0.252,0.561728395061728,48,1,0
0.328,0.382,0.261,0.58641975308642,103,1,0
0.319,0.379,0.263,0.440993788819876,-112,0,0
0.326,0.407,0.264,0.475308641975309,-77,0,0
0.31,0.375,0.247,0.521739130434783,-3,0,0
0.323,0.385,0.257,0.604938271604938,127,0,0
0.344,0.425,0.267,0.602484472049689,179,0,0
0.325,0.401,0.264,0.475308641975309,-30,0,0
0.312,0.383,0.245,0.462962962962963,-6,0,0
0.311,0.347,0.247,0.354037267080745,-140,0,0
0.32,0.368,0.255,0.512345679012346,28,0,0
0.326,0.412,0.255,0.45679012345679,-99,0,0
0.299,0.348,0.233,0.382716049382716,-118,0,0
0.335,0.379,0.264,0.623456790123457,175,1,1
0.322,0.381,0.253,0.385093167701863,-168,0,0
0.331,0.425,0.269,0.614906832298137,171,1,0
0.317,0.361,0.247,0.493827160493827,-23,0,0
0.328,0.391,0.252,0.524691358024691,14,0,0
0.341,0.441,0.283,0.530864197530864,46,0,0
0.319,0.381,0.249,0.5,-1,0,0
0.331,0.397,0.26,0.596273291925466,104,1,0
0.314,0.395,0.247,0.45679012345679,-57,0,0
0.313,0.356,0.244,0.432098765432099,-120,0,0
0.335,0.384,0.265,0.460122699386503,-5,0,0
0.342,0.432,0.271,0.641975308641975,186,1,1
0.323,0.371,0.264,0.493827160493827,63,0,0
0.317,0.399,0.268,0.518518518518518,-13,1,0
0.306,0.348,0.244,0.487654320987654,-20,0,0
0.317,0.37,0.262,0.416149068322981,-93,0,0
0.318,0.385,0.265,0.5,-2,0,0
0.312,0.362,0.251,0.484472049689441,8,0,0
0.32,0.369,0.257,0.555555555555556,-24,0,0
0.339,0.404,0.276,0.537037037037037,79,0,0
0.327,0.404,0.259,0.475308641975309,-58,0,0
0.333,0.407,0.266,0.5,30,0,0
0.31,0.363,0.255,0.462962962962963,48,0,0
0.317,0.371,0.259,0.567901234567901,52,1,0
0.324,0.384,0.258,0.45679012345679,-92,0,0
0.328,0.375,0.265,0.407407407407407,-125,0,0
0.317,0.351,0.252,0.518518518518518,7,0,0
0.313,0.377,0.261,0.428571428571429,-58,0,0
0.331,0.421,0.273,0.54601226993865,54,0,0
0.341,0.4,0.272,0.54320987654321,106,0,0
0.34,0.421,0.269,0.604938271604938,147,1,0
0.335,0.409,0.27,0.481481481481481,-51,0,0
0.322,0.393,0.26,0.432098765432099,-57,0,0
0.319,0.401,0.261,0.438271604938272,-18,0,0
0.329,0.413,0.262,0.611111111111111,150,1,1
0.314,0.356,0.239,0.45679012345679,-87,0,0
0.338,0.369,0.265,0.432098765432099,-81,0,0
0.335,0.427,0.274,0.567901234567901,110,0,0
0.32,0.375,0.257,0.524691358024691,-3,0,0
0.32,0.397,0.271,0.484662576687117,-71,0,0
0.318,0.379,0.25,0.558282208588957,45,1,0
0.333,0.418,0.277,0.537037037037037,56,0,0
0.319,0.401,0.261,0.432098765432099,-113,0,0
0.326,0.386,0.264,0.503067484662577,31,0,0
0.3,0.344,0.241,0.419753086419753,-105,0,0
0.337,0.416,0.273,0.561728395061728,67,0,0
0.326,0.381,0.262,0.45679012345679,-74,0,0
0.329,0.373,0.249,0.552147239263804,61,1,0
0.325,0.383,0.264,0.518518518518518,11,0,0
0.311,0.351,0.25,0.496932515337423,0,0,0
0.301,0.36,0.24,0.37037037037037,-182,0,0
0.325,0.375,0.247,0.487654320987654,-10,0,0
0.335,0.384,0.27,0.487654320987654,-31,0,0
0.31,0.366,0.255,0.47239263803681,30,0,0
0.338,0.436,0.277,0.549382716049383,69,0,0
0.325,0.383,0.256,0.549382716049383,37,1,0
0.341,0.419,0.266,0.576687116564417,87,0,0
0.34,0.407,0.274,0.549382716049383,40,0,0
0.347,0.433,0.274,0.574074074074074,144,1,0
0.317,0.375,0.26,0.450617283950617,-33,0,0
0.337,0.413,0.273,0.537037037037037,76,0,0
0.31,0.35,0.251,0.376543209876543,-116,0,0
0.341,0.373,0.262,0.481481481481481,-65,0,0
0.324,0.418,0.266,0.512345679012346,44,0,0
0.302,0.349,0.247,0.475308641975309,-51,0,0
0.337,0.428,0.285,0.555555555555556,67,0,0
0.327,0.388,0.264,0.54320987654321,79,0,0
0.335,0.455,0.279,0.582822085889571,174,1,1
0.316,0.396,0.257,0.37037037037037,-162,0,0
0.325,0.396,0.262,0.530864197530864,81,0,0
0.305,0.35,0.247,0.401234567901235,-114,0,0
0.328,0.398,0.256,0.487654320987654,-7,0,0
0.309,0.367,0.236,0.419753086419753,-128,0,0
0.323,0.376,0.26,0.549382716049383,10,0,0
0.327,0.408,0.273,0.518518518518518,28,0,0
0.311,0.359,0.257,0.5,17,0,0
0.311,0.381,0.254,0.469135802469136,-61,0,0
0.327,0.376,0.253,0.537037037037037,-14,0,0
0.334,0.364,0.264,0.567901234567901,76,1,0
0.308,0.359,0.249,0.395061728395062,-159,0,0
0.314,0.383,0.262,0.481481481481481,-50,0,0
0.307,0.38,0.25,0.503105590062112,-30,0,0
0.342,0.413,0.273,0.617283950617284,165,0,0
0.34,0.436,0.283,0.51875,-10,0,0
0.332,0.378,0.265,0.40625,-99,0,0
0.309,0.365,0.251,0.395061728395062,-114,0,0
0.311,0.37,0.259,0.432098765432099,-135,0,0
0.327,0.386,0.262,0.54601226993865,37,0,0
0.35,0.381,0.277,0.49375,-69,0,0
0.348,0.409,0.273,0.515337423312883,73,0,0
0.326,0.367,0.261,0.570552147239264,48,1,0
0.345,0.413,0.286,0.598765432098765,115,1,0
0.323,0.388,0.263,0.56441717791411,72,0,0
0.329,0.448,0.275,0.530864197530864,129,0,0
0.319,0.381,0.265,0.478260869565217,-54,0,0
0.324,0.388,0.257,0.555555555555556,65,0,0
0.319,0.345,0.257,0.41358024691358,-91,0,0
0.343,0.425,0.267,0.635802469135803,158,1,1
0.322,0.385,0.259,0.512345679012346,44,0,0
0.327,0.4,0.27,0.561728395061728,89,1,0
0.322,0.388,0.266,0.512345679012346,20,0,0
0.324,0.342,0.255,0.447852760736196,-63,0,0
0.308,0.356,0.248,0.361963190184049,-183,0,0
0.308,0.342,0.244,0.46583850931677,-61,0,0
0.328,0.4,0.275,0.45679012345679,28,0,0
0.339,0.405,0.284,0.466257668711656,4,0,0
0.309,0.383,0.251,0.41358024691358,-138,0,0
0.318,0.377,0.256,0.4125,-94,0,0
0.336,0.419,0.261,0.641509433962264,175,1,1
0.344,0.456,0.283,0.56875,130,0,0
0.351,0.429,0.282,0.54320987654321,98,1,0
0.329,0.403,0.269,0.493827160493827,-1,0,0
0.333,0.41,0.275,0.45625,-18,0,0
0.338,0.396,0.264,0.559006211180124,87,1,0
0.34,0.384,0.258,0.503105590062112,-45,0,0
0.339,0.415,0.269,0.521739130434783,32,0,0
0.315,0.344,0.256,0.549382716049383,1,0,0
0.343,0.422,0.282,0.524691358024691,35,0,0
0.331,0.412,0.263,0.487654320987654,22,0,0
0.345,0.448,0.28,0.590062111801242,85,0,0
0.341,0.402,0.278,0.506172839506173,39,0,0
0.319,0.408,0.264,0.59375,120,0,0
0.313,0.35,0.25,0.386503067484663,-113,0,0
0.328,0.406,0.266,0.55625,62,0,0
0.302,0.346,0.239,0.333333333333333,-287,0,0
0.34,0.396,0.266,0.515337423312883,-35,0,0
0.33,0.416,0.272,0.601226993865031,132,1,0
0.311,0.348,0.242,0.422360248447205,-78,0,0
0.331,0.404,0.269,0.41358024691358,-109,0,0
0.319,0.365,0.246,0.438271604938272,-79,0,0
0.331,0.401,0.278,0.52760736196319,38,0,0
0.334,0.409,0.278,0.512345679012346,52,0,0
0.311,0.363,0.251,0.327160493827161,-249,0,0
0.315,0.363,0.244,0.425925925925926,-150,0,0
0.326,0.396,0.258,0.559006211180124,26,0,0
0.336,0.424,0.267,0.607361963190184,139,0,0
0.33,0.37,0.259,0.537037037037037,25,0,0
0.331,0.361,0.264,0.487654320987654,-60,0,0
0.317,0.379,0.264,0.440993788819876,-97,0,0
0.334,0.393,0.256,0.571428571428571,22,0,0
0.323,0.379,0.261,0.433962264150943,-55,0,0
0.339,0.392,0.271,0.530864197530864,61,0,0
0.313,0.355,0.258,0.45679012345679,-29,0,0
0.329,0.399,0.268,0.567901234567901,109,1,0
0.338,0.402,0.264,0.58641975308642,154,1,0
0.339,0.432,0.276,0.574074074074074,154,0,0
0.339,0.375,0.267,0.450617283950617,-12,0,0
0.306,0.379,0.254,0.469135802469136,22,0,0
0.314,0.352,0.245,0.407407407407407,-83,0,0
0.329,0.388,0.267,0.613496932515337,153,1,1
0.303,0.351,0.245,0.425925925925926,-158,0,0
0.328,0.388,0.258,0.555555555555556,122,1,0
0.32,0.385,0.257,0.546583850931677,47,0,0
0.321,0.348,0.252,0.518518518518518,-7,0,0
0.314,0.359,0.248,0.35,-220,0,0
0.318,0.374,0.248,0.549382716049383,19,0,0
0.303,0.358,0.249,0.425925925925926,-57,0,0
0.332,0.381,0.253,0.537037037037037,60,0,0
0.308,0.359,0.25,0.366459627329193,-185,0,0
0.32,0.376,0.254,0.376543209876543,-217,0,0
0.329,0.393,0.261,0.602484472049689,66,0,0
0.345,0.465,0.281,0.602484472049689,147,0,0
0.324,0.386,0.255,0.45679012345679,-20,0,0
0.33,0.387,0.266,0.5,-47,0,0
0.344,0.444,0.278,0.555555555555556,73,0,0
0.345,0.436,0.274,0.54320987654321,77,0,0
0.334,0.38,0.269,0.440993788819876,-63,0,0
0.318,0.41,0.264,0.45679012345679,-37,0,0
0.32,0.385,0.254,0.5,30,0,0
0.34,0.436,0.277,0.62962962962963,171,1,1
0.336,0.418,0.266,0.604938271604938,187,1,0
0.314,0.389,0.258,0.41358024691358,-126,0,0
0.348,0.417,0.282,0.521739130434783,91,0,0
0.318,0.402,0.26,0.462962962962963,-71,0,0
0.313,0.346,0.244,0.395061728395062,-76,0,0
0.344,0.444,0.281,0.617283950617284,180,1,0
0.308,0.352,0.24,0.391304347826087,-144,0,0
0.346,0.448,0.279,0.623456790123457,179,1,0
0.331,0.413,0.274,0.592592592592593,69,0,0
0.324,0.375,0.249,0.425925925925926,-142,0,0
0.312,0.381,0.256,0.395061728395062,-231,0,0
0.323,0.383,0.253,0.462962962962963,-38,0,0
0.33,0.388,0.27,0.512345679012346,49,0,0
0.342,0.405,0.27,0.580246913580247,110,0,0
0.316,0.365,0.252,0.335403726708075,-217,0,0
0.32,0.334,0.245,0.432098765432099,-80,0,0
0.31,0.358,0.243,0.54320987654321,21,0,0
0.324,0.402,0.263,0.512345679012346,56,0,0
0.306,0.318,0.235,0.469135802469136,-81,0,0
0.313,0.356,0.251,0.462962962962963,-117,0,0
0.314,0.349,0.255,0.397515527950311,-159,0,0
0.357,0.424,0.28,0.62962962962963,224,1,1
0.321,0.359,0.263,0.509433962264151,0,0,0
0.315,0.365,0.257,0.459627329192547,-100,0,0
0.322,0.347,0.256,0.493827160493827,-32,0,0
0.327,0.371,0.269,0.555555555555556,102,1,0
0.313,0.349,0.251,0.567901234567901,65,0,0
0.311,0.34,0.246,0.409937888198758,-85,0,0
0.341,0.375,0.274,0.524691358024691,39,0,0
0.291,0.34,0.235,0.339506172839506,-203,0,0
0.319,0.352,0.246,0.530864197530864,77,0,0
0.328,0.389,0.269,0.610062893081761,155,1,0
0.323,0.361,0.246,0.540372670807453,88,0,0
0.338,0.395,0.272,0.623456790123457,213,1,0
0.321,0.391,0.267,0.567901234567901,78,0,0
0.31,0.337,0.247,0.450617283950617,-92,0,0
0.312,0.345,0.246,0.45679012345679,-91,0,0
0.323,0.359,0.26,0.444444444444444,-42,0,0
0.321,0.341,0.25,0.469135802469136,-36,0,0
0.313,0.346,0.244,0.416149068322981,-156,0,0
0.326,0.373,0.252,0.566037735849057,129,0,0
0.344,0.417,0.275,0.59375,87,1,0
0.322,0.328,0.246,0.447204968944099,-95,0,0
0.338,0.368,0.259,0.462962962962963,-115,0,0
0.331,0.358,0.255,0.46583850931677,-48,0,0
0.353,0.401,0.271,0.666666666666667,254,1,1
0.327,0.392,0.261,0.49685534591195,-15,0,0
0.301,0.366,0.249,0.358490566037736,-216,0,0
0.32,0.359,0.254,0.395061728395062,-47,0,0
0.333,0.394,0.261,0.561728395061728,61,0,0
0.325,0.365,0.248,0.54320987654321,114,0,0
0.32,0.389,0.25,0.419753086419753,-117,0,0
0.341,0.386,0.271,0.477987421383648,-12,0,0
0.317,0.348,0.244,0.462962962962963,-89,0,0
0.319,0.361,0.256,0.506172839506173,21,0,0
0.325,0.382,0.264,0.51875,93,0,0
0.333,0.391,0.254,0.604938271604938,152,1,0
0.342,0.402,0.269,0.530864197530864,41,0,0
0.323,0.402,0.263,0.571428571428571,147,1,0
0.31,0.335,0.244,0.438271604938272,-131,0,0
0.333,0.365,0.259,0.496894409937888,-12,0,0
0.327,0.375,0.273,0.503067484662577,-27,0,0
0.33,0.371,0.256,0.487654320987654,-19,0,0
0.319,0.363,0.249,0.539877300613497,98,0,0
0.322,0.37,0.256,0.561728395061728,47,1,0
0.333,0.377,0.264,0.518518518518518,35,0,0
0.321,0.356,0.254,0.417177914110429,-39,0,0
0.327,0.365,0.251,0.407407407407407,-157,0,0
0.33,0.389,0.268,0.49079754601227,-37,0,0
0.343,0.394,0.26,0.601226993865031,145,0,0
0.311,0.37,0.255,0.475308641975309,-32,0,0
0.303,0.366,0.247,0.444444444444444,-148,0,0
0.322,0.378,0.263,0.5,21,0,0
0.327,0.364,0.259,0.475308641975309,5,0,0
0.342,0.401,0.272,0.62962962962963,237,1,1
0.309,0.369,0.244,0.469135802469136,-13,0,0
0.336,0.378,0.272,0.503067484662577,4,0,0
0.335,0.35,0.254,0.490683229813665,5,0,0
0.311,0.329,0.235,0.438271604938272,-74,0,0
0.324,0.368,0.263,0.549382716049383,48,0,0
0.321,0.373,0.247,0.555555555555556,138,1,0
0.32,0.373,0.261,0.493827160493827,-25,0,0
0.335,0.391,0.274,0.54320987654321,94,1,0
0.302,0.33,0.229,0.37037037037037,-289,0,0
0.322,0.358,0.252,0.444444444444444,-89,0,0
0.331,0.365,0.265,0.53416149068323,34,0,0
0.336,0.377,0.272,0.515527950310559,-8,0,0
0.339,0.427,0.266,0.469135802469136,25,0,0
0.345,0.389,0.266,0.598765432098765,193,1,0
0.338,0.401,0.267,0.549382716049383,91,0,0
0.318,0.348,0.253,0.487654320987654,-28,0,0
0.32,0.357,0.247,0.478260869565217,-41,0,0
0.324,0.372,0.256,0.475308641975309,-53,0,0
0.332,0.383,0.254,0.611111111111111,120,1,1
0.315,0.387,0.256,0.438271604938272,-146,0,0
0.32,0.39,0.254,0.524691358024691,-32,0,0
0.312,0.376,0.251,0.506172839506173,9,0,0
0.339,0.381,0.261,0.54320987654321,3,0,0
0.323,0.371,0.263,0.58641975308642,110,0,0
0.325,0.388,0.253,0.45679012345679,-23,0,0
0.342,0.393,0.27,0.5,46,0,0
0.34,0.364,0.251,0.487654320987654,-34,0,0
0.315,0.338,0.246,0.509316770186335,20,1,0
0.322,0.378,0.261,0.493827160493827,31,0,0
0.333,0.389,0.26,0.580246913580247,143,1,0
0.31,0.371,0.249,0.438271604938272,-75,0,0
0.315,0.405,0.261,0.493827160493827,11,0,0
0.296,0.351,0.244,0.37037037037037,-222,0,0
0.335,0.407,0.262,0.54320987654321,37,0,0
0.325,0.357,0.259,0.5,40,0,0
0.318,0.361,0.255,0.351851851851852,-225,0,0
0.312,0.385,0.257,0.506172839506173,-56,0,0
0.347,0.398,0.261,0.639240506329114,212,1,1
0.322,0.397,0.252,0.524691358024691,24,0,0
0.29,0.329,0.231,0.469135802469136,-65,0,0
0.325,0.378,0.258,0.512345679012346,-11,0,0
0.325,0.373,0.25,0.487654320987654,20,0,0
0.3,0.366,0.241,0.487654320987654,5,0,0
0.3,0.342,0.238,0.37037037037037,-204,0,0
0.325,0.405,0.254,0.561728395061728,56,0,0
0.302,0.34,0.24,0.487654320987654,18,0,0
0.313,0.353,0.25,0.527950310559006,37,0,0
0.325,0.37,0.266,0.549382716049383,76,0,0
0.304,0.329,0.229,0.428571428571429,-75,0,0
0.323,0.372,0.26,0.4625,-16,0,0
0.322,0.343,0.246,0.438271604938272,-107,0,0
0.319,0.351,0.249,0.512345679012346,38,0,0
0.328,0.36,0.254,0.5,7,0,0
0.321,0.384,0.252,0.627329192546584,127,1,1
0.298,0.35,0.233,0.41358024691358,-130,0,0
0.33,0.416,0.274,0.598765432098765,189,1,0
0.293,0.332,0.233,0.37888198757764,-124,0,0
0.329,0.378,0.247,0.555555555555556,62,1,0
0.338,0.385,0.275,0.552147239263804,40,0,0
0.307,0.326,0.23,0.39622641509434,-123,0,0
0.334,0.404,0.27,0.469135802469136,-36,0,0
0.344,0.401,0.257,0.666666666666667,218,1,1
0.335,0.428,0.262,0.537037037037037,64,0,0
0.309,0.363,0.251,0.530864197530864,1,0,0
0.333,0.415,0.259,0.518518518518518,127,0,0
0.315,0.362,0.253,0.345679012345679,-189,0,0
0.336,0.436,0.27,0.62962962962963,94,1,0
0.314,0.394,0.249,0.469135802469136,-26,0,0
0.322,0.374,0.238,0.487654320987654,-65,0,0
0.332,0.391,0.259,0.487654320987654,-19,0,0
0.309,0.348,0.244,0.401234567901235,-94,0,0
0.334,0.382,0.27,0.540372670807453,65,0,0
0.319,0.358,0.242,0.398773006134969,-138,0,0
0.327,0.403,0.262,0.604938271604938,139,1,0
